fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2022-2023,Sep,18,MAHARASHTRA,1830,GADCHIROLI,1811541,273.140655,27,929,1363.493978,7971,9,18371,1949649,212114,41906,667029,169489,208.08289,6896.860916,70692,139434,134772,393710,1364,222713,612087,26342,5325.284048,980475,83,75.41,57.69,103.06,NA
2022-2023,Sep,18,MAHARASHTRA,1833,GONDIA,3999552,196.9962255,31,335,3464.556704,23429,15,46736,5107205,380478,53348,727931,89752,365.13415,13890.69193,160431,270970,233521,604641,4554,333464,834200,70165,10061.00108,3194312,88,47.28,39.34,105.23,NA
2022-2023,Sep,18,MAHARASHTRA,1834,HINGOLI,1328316,253.0573406,30,65,444.65083,722,44,17041,1078797,147078,45554,164578,43293,93.34512,3267.970948,35090,61057,85536,225640,1180,242580,571249,17763,2729.974998,439049,87,69.61,66.22,113.96,NA
2023-2024,Sep,18,MAHARASHTRA,1802,THANE,196737,275.0937186,22,31,216.726793,2307,3,9873,196737,10181,3280,73351,36196,0.25919,758.1971121,8656,15137,29156,93720,107,129951,314622,12180,541.2111291,82733,93,57.67,4.68,107.35,NA
2023-2024,Sep,18,MAHARASHTRA,1808,JALGAON,1143047,253.1097507,27,87,775.2038489,11515,52,37369,1143047,86090,32376,102583,38292,110.45183,3778.819091,41157,62919,135460,334795,1470,641914,1225058,48884,2893.163412,451252,92,51.55,1.18,104.13,NA
2023-2024,Sep,18,MAHARASHTRA,1813,SOLAPUR,417701,266.3596207,23,34,464.9580193,2751,95,20952,422990,29603,15191,3744,2521,68.7299,1660.362479,17869,29271,73986,172718,422,531569,922491,23703,1126.67456,156317,95,63.9,0.02,101.12,NA
2023-2024,Sep,18,MAHARASHTRA,1816,JALNA,2821026,267.6067794,35,298,1175.097937,2908,24,44562,2821930,110761,19907,18782,2985,270.59184,8997.365767,79876,151678,146315,400513,3769,444642,1027732,47470,7551.67599,1190850,74,60.37,0.28,99.45,NA
2023-2024,Sep,18,MAHARASHTRA,1820,Dharashiv,910371,264.9144136,35,104,1093.170581,1227,71,22925,905082,68245,25251,4428,1076,54.61583,3545.479084,25556,39250,69869,186681,1314,311067,687274,24152,2397.692673,342106,82,61.92,0.56,100.29,NA
2023-2024,Sep,18,MAHARASHTRA,1827,NAGPUR,829618,262.7532967,28,235,1284.317763,3755,43,16921,829618,116332,34191,103129,30739,119.50999,3583.676398,28922,41236,102289,235941,911,268197,522658,20676,2179.848645,336899,82,54.79,3.68,103.03,NA
2023-2024,Sep,18,MAHARASHTRA,1831,NANDURBAR,1054403,252.7632562,22,78,1126.689869,5639,39,51585,1054403,32218,12399,820859,342927,172.40156,3964.234785,47450,70666,169060,407126,687,514866,1056839,57224,2665.143356,437334,81,25.27,4.49,100.64,NA
2021-2022,Nov,18,MAHARASHTRA,1808,JALGAON,1669563,237.3062082,26,156,909.5583935,7507,12,38412,1539787,131399,34248,131260,39946,152.75393,4716.322468,58687,95562,136233,346893,1921,597407,1173382,45919,3654.010144,563581,92,73.73,40.61,101.78,NA
2021-2022,Nov,18,MAHARASHTRA,1809,AHMEDNAGAR,1820523,255.6668257,23,128,952.1039842,5851,11,38832,1337205,104928,41494,57815,24947,178.84718,4549.740741,57712,98603,154161,443206,1642,736343,1839847,44683,3418.789576,592495,79,65.98,56.31,102.11,NA
2021-2022,Nov,18,MAHARASHTRA,1817,PARBHANI,956628,237.9049409,36,77,1136.449003,1353,68,19034,1280837,57559,21354,9517,2064,87.95252,4271.576031,34730,62253,78704,200972,2107,343015,709977,20387,3047.174508,481530,87,80.41,94.63,105.46,NA
2021-2022,Nov,18,MAHARASHTRA,1819,NANDED,1825494,228.3012366,31,85,767.150203,8925,121,34394,1515514,221127,73533,117359,32318,162.61158,4389.698985,48361,83634,125682,357376,2441,590315,1378471,43319,3459.937202,676469,89,71.39,72.57,99.97,NA
2021-2022,Nov,18,MAHARASHTRA,1826,WARDHA,1066482,234.6946643,35,144,377.1742973,3183,11,11224,672283,84309,17368,66546,13974,84.55144,2039.538067,18933,34996,49036,122868,1463,194386,375312,14407,1577.81233,212544,86,65.01,71.61,101.45,NA
2021-2022,Nov,18,MAHARASHTRA,1835,PALGHAR,2156193,233.7753221,35,407,3226.985039,6549,7,32988,1859310,5903,1727,1724946,338060,108.41629,7682.009271,52502,113374,113532,374276,3526,274250,694448,39537,4346.607942,971510,75,29.94,33.26,103.31,NA
2021-2022,Oct,18,MAHARASHTRA,1807,DHULE,2026606,259.218089,19,27,576.53092,12139,19,20185,446134,23909,20337,104857,94695,59.93757,1792.928519,22310,37801,107545,312677,317,397293,872626,32324,1156.460029,168809,90,81.21,51.39,100.51,NA
2021-2022,Oct,18,MAHARASHTRA,1811,SATARA,727038,235.7658044,25,140,191.3635369,3631,21,16794,472845,31653,15238,2298,930,58.5112,1364.681555,18496,30220,62575,142404,514,370779,700486,20425,1114.806818,207498,89,58.01,46.22,100.07,NA
2021-2022,Oct,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,1218543,243.2808741,31,293,1086.974914,2773,26,33474,1688654,101499,22977,21796,7740,125.51846,5320.665585,53446,92159,119371,323566,2693,579673,1235713,36247,4108.172211,671368,94,83.85,69.79,101.56,NA
2021-2022,Oct,18,MAHARASHTRA,1820,Dharashiv,1054449,245.8821435,34,105,734.2808727,1330,40,19883,799328,92205,27575,1930,1085,88.00024,2787.685933,23470,41039,64261,176566,1555,296192,663373,21213,1965.40482,329240,76,61.83,66.56,101.02,NA
2021-2022,Oct,18,MAHARASHTRA,1823,AKOLA,980908,241.0317206,20,2215,296.190514,7549,3,21484,784013,124809,36998,31429,8704,93.73617,2279.646708,38595,57797,84823,196590,449,252747,507293,29033,1889.720024,274675,92,89.3,31.68,100.95,NA
2021-2022,Oct,18,MAHARASHTRA,1826,WARDHA,1054763,246.3964504,33,136,331.9445711,2974,15,11338,601999,75907,17358,59911,13969,59.11565,1874.364389,17967,32997,48965,122746,1268,194243,375101,14312,1483.304168,192417,86,65.87,70.8,101.54,NA
2019-2020,Dec,18,MAHARASHTRA,1809,AHMEDNAGAR,1879598,215.2851786,34,120,762.5322368,14964,82,23329,1827221,215508,39552,72712,21543,332.69478,5028.963011,53163,89616,135078,395907,3380,635468,1666500,38293,3933.735994,940514,77,57.47,55.27,100.6,NA
2019-2020,Dec,18,MAHARASHTRA,1816,JALNA,1251721,208.2766954,31,134,1275.892204,10807,39,15754,1153656,48121,13851,8784,2452,244.11168,3922.800477,37069,75144,91680,282556,1631,303369,806734,26561,2402.796593,553539,41,70.72,87,99.2,NA
2019-2020,Dec,18,MAHARASHTRA,1817,PARBHANI,828840,215.1109739,31,46,479.4650149,4845,122,11904,667243,67471,19783,5647,1570,173.26557,2088.0435,21102,38041,66787,181413,950,234793,557094,16749,1435.312915,253869,85,75.87,86.35,103.64,NA
2019-2020,Dec,18,MAHARASHTRA,1820,Dharashiv,1389840,214.8971053,40,117,1638.353496,5301,25,12513,917116,100208,26239,4825,1540,156.96549,3766.174722,22768,40021,65341,183916,1847,238088,581063,17814,1970.855736,384566,64,89.75,90.32,99.75,NA
2019-2020,Nov,18,MAHARASHTRA,1805,SINDHUDURG,401357,196.4054423,24,164,229.3433116,2724,12,17777,315212,17174,3811,1522,270,97.04661,945.4834444,12682,21888,33114,76028,266,90078,178508,20501,619.0935228,129018,27,50.81,69.43,107.89,NA
2019-2020,Nov,18,MAHARASHTRA,1806,NASHIK,1936798,195.3734564,30,336,908.7781417,13129,106,25212,1349190,48518,13255,613955,203398,227.19077,3771.928049,44799,76105,149358,458000,1725,429535,1138273,38341,2635.959137,491044,82,65.84,46.3,99.91,NA
2019-2020,Nov,18,MAHARASHTRA,1809,AHMEDNAGAR,1735014,218.6626252,33,110,756.1024668,13850,99,23019,1604613,184953,39554,57736,21535,303.38412,4568.175497,47686,79976,135005,395842,2986,634984,1665601,36869,3508.68891,837600,77,55.91,56.32,100.68,NA
2019-2020,Nov,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,1672220,204.7489648,37,253,1196.375252,5129,30,13067,1083547,66265,17885,23127,6802,266.3587,3681.285218,29106,47364,87500,244165,1870,486567,1076267,18196,2218.551266,473510,84,83.35,86.25,100.09,NA
2019-2020,Nov,18,MAHARASHTRA,1820,Dharashiv,1282929,212.6023616,38,109,1638.353496,4862,25,12695,846202,91248,26249,4399,1536,133.68419,3571.083122,21701,38066,65289,183821,1621,237271,579625,17557,1799.045436,355627,64,89.68,91.02,99.78,NA
2019-2020,Nov,18,MAHARASHTRA,1825,YAVATMAL,2504168,208.1313252,36,284,1589.473934,11133,67,34460,1780150,173270,39798,280531,70070,267.27074,5561.794461,49060,78046,165981,425427,3294,448948,1046519,45593,3705.049786,757094,72,65.63,72.61,99.87,NA
2018-2019,Dec,18,MAHARASHTRA,1810,PUNE,680415,194.6048789,37,52,439.02606,3068,186,8699,451364,44836,8210,41432,9668,30.59456,1347.996986,12075,22096,33547,87447,789,224681,525424,11767,878.3763658,206520,75,93.44,60.17,109.25,NA
2018-2019,Dec,18,MAHARASHTRA,1811,SATARA,1128459,193.2981491,32,189,706.6363046,7144,16,11181,722423,98787,14492,6293,1021,131.90289,2234.969483,22488,37682,59024,133455,1085,283720,560923,18325,1396.430288,331221,79,83.75,61.15,100.2,NA
2018-2019,Dec,18,MAHARASHTRA,1813,SOLAPUR,433885,197.389771,26,44,116.8021914,4258,6,8048,375335,86032,15151,4410,1595,81.72896,939.4040484,14354,24626,38227,90473,408,353891,668630,12306,740.872897,159806,93,90.08,41.78,102.36,NA
2018-2019,Dec,18,MAHARASHTRA,1814,KOLHAPUR,599267,198.9744145,24,65,143.8063411,4306,119,6897,363938,119762,22466,1193,387,57.09272,925.0425659,14939,27438,31840,77668,163,228106,432052,11203,724.1435048,161784,93,93.69,28.78,108.14,NA
2018-2019,Dec,18,MAHARASHTRA,1821,LATUR,2183000,201.1248555,40,74,1628.857181,7537,30,16725,1601891,309119,53910,23780,4255,189.3893675,5040.047507,39575,71432,87038,247849,3526,234242,600983,24262,3221.800959,671487,61,75.1,65.14,106.87,NA
2018-2019,Dec,18,MAHARASHTRA,1830,GADCHIROLI,2704048,201.111275,33,431,2486.759596,7354,9,13304,2532149,270536,43156,1006928,189370,339.07092,7918.267656,74511,155929,125199,424056,3237,181342,560444,20658,5092.43714,1229613,60,70.36,63.1,111.38,NA
2018-2019,Dec,18,MAHARASHTRA,1835,PALGHAR,1430577,194.7319323,33,177,311.2142946,4552,47,20987,1329466,7070,1276,1231970,279072,265.8092,3165.918326,39453,75992,83072,302731,2147,210934,595543,25539,2588.894831,655993,70,53.31,51.81,122.18,NA
2020-2021,July,18,MAHARASHTRA,1810,PUNE,247316,207.7068579,27,34,48.0695683,605,570,12931,212878,14317,10778,19814,15497,74.90728,565.1390533,7714,13403,42285,112553,303,247484,573797,13536,442.162205,96795,85,60.41,62.12,103.18,NA
2020-2021,July,18,MAHARASHTRA,1820,Dharashiv,574226,204.9426317,39,82,14.29411,831,87,17809,611563,45009,25317,2173,1365,44.89972,1312.547137,15350,27903,61763,174481,1263,245389,592793,18640,1253.353307,249053,73,63.03,79.56,99.65,NA
2021-2022,June,18,MAHARASHTRA,1802,THANE,315708,243.0586248,25,26,11.96935686,333,71,7136,121594,3891,3056,48184,32762,0,307.5140611,4845,9265,24673,80750,116,121045,302337,7469,295.5447042,52814,91,83.97,76.19,101.7,NA
2021-2022,June,18,MAHARASHTRA,1805,SINDHUDURG,455738,230.3229245,15,101,20.67182775,1140,31,20071,133178,4883,4369,368,330,6.81365,334.2249422,8643,14479,37635,87217,30,110729,212203,21211,306.7394644,54711,50,49.54,54.8,100.05,NA
2021-2022,June,18,MAHARASHTRA,1807,DHULE,1914017,255.6649597,15,11,22.22325,3776,61,26692,214547,12772,20332,50434,94659,6.47128,577.216031,13761,22667,107395,312406,94,389396,863059,30468,548.521501,79936,91,88.84,42.54,101.08,NA
2021-2022,June,18,MAHARASHTRA,1809,AHMEDNAGAR,1700488,266.3218441,17,59,87.04629,1889,34,38212,592416,52090,41393,30203,24879,5.42061,1670.200116,34740,56642,153030,440795,220,707813,1792953,40101,1577.733216,256570,77,65.8,50.92,100.58,NA
2021-2022,June,18,MAHARASHTRA,1823,AKOLA,926413,226.9362161,14,1919,97.4303,2792,6,25536,451851,75957,36966,16293,8696,2.56554,1125.409402,30573,44553,84472,195978,63,244200,495159,28328,1025.413562,157491,92,90.91,22.89,100.28,NA
2021-2022,June,18,MAHARASHTRA,1828,BHANDARA,3528538,198.8068994,15,2230,214.7642396,2092,13,34623,788913,73716,65573,66516,33927,0.37792,1783.555634,50177,83781,182204,448179,68,260824,641597,36715,1568.413475,403004,94,82.68,21.41,100,NA
2022-2023,March,18,MAHARASHTRA,1803,RAIGAD,319603,268.1667833,26,73,197.2844426,1981,21,14909,340106,15251,3255,77607,13719,62.29368,1171.629443,12957,22757,27263,63569,474,165386,308686,16890,912.05132,154210,54,80.88,63.9,109,NA
2022-2023,March,18,MAHARASHTRA,1804,RATNAGIRI,667640,261.7558542,25,161,502.2507013,10017,11,29905,731213,42208,10559,6747,1267,145.45908,2561.702615,28402,46336,63565,145524,745,245878,463701,39922,1913.992834,340658,93,91.91,62.59,107.88,NA
2022-2023,March,18,MAHARASHTRA,1807,DHULE,1018157,257.7565656,25,89,637.309299,7358,14,27152,1085042,72602,16950,290994,86750,99.44178,3533.518074,41741,71374,96323,269983,854,415795,894103,34510,2796.766995,439820,90,77.46,24.43,102.49,NA
2022-2023,March,18,MAHARASHTRA,1811,SATARA,718515,266.9025399,26,259,838.5941803,7256,28,15834,795909,53762,13591,4565,914,122.15911,3085.054626,29566,46866,64613,144350,1430,387810,733332,23090,2124.301336,379209,88,55.03,38.18,107.49,NA
2022-2023,March,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,3095093,276.8374197,36,364,3875.801339,5836,19,56267,3174346,122786,22993,52354,8809,293.52748,12957.10638,87130,149204,138067,380070,7449,628197,1355012,62103,8787.777557,1438271,95,72.33,61.51,102.31,NA
2022-2023,March,18,MAHARASHTRA,1819,NANDED,2652599,284.6632919,33,154,4403.935929,14529,50,37306,2632332,410212,75725,198430,32783,297.99658,12195.21543,77895,128669,139430,384649,5589,622862,1434956,51835,7493.282924,1284837,89,58.11,57.02,105.1,NA
2022-2023,March,18,MAHARASHTRA,1822,BULDHANA,1291501,245.8051818,24,146,864.9546011,8163,11,22397,1356049,167361,32435,31397,7650,190.66134,4388.854651,54807,80866,108047,261846,403,464575,973012,30560,3333.23871,480792,93,67.93,43.32,99.9,NA
2022-2023,March,18,MAHARASHTRA,1823,AKOLA,922595,275.9147196,27,1575,2257.336287,10350,5,18694,964131,148472,34983,47170,8743,146.1255,5063.641132,35620,53638,82142,189019,1732,268049,527457,29044,2660.179345,379151,92,44.66,34.09,111.59,NA
2022-2023,March,18,MAHARASHTRA,1829,CHANDRAPUR,4254642,226.6184217,34,661,3374.094444,15783,4,29029,3955655,559807,67236,895020,105182,552.11164,12890.44901,113694,212396,171087,493942,5614,363892,898393,44812,8964.24293,2103442,83,54.84,47.45,102.56,NA
2022-2023,March,18,MAHARASHTRA,1832,WASHIM,895470,247.9969193,27,173,537.3008926,2593,3,17030,959241,77181,17415,27940,5145,105.72935,3021.918372,34608,54248,57301,138648,680,260853,525013,19623,2378.888129,374767,86,76.28,74.3,99.69,NA
2022-2023,March,18,MAHARASHTRA,1835,PALGHAR,4403569,316.8560995,46,892,5482.422662,12289,18,38748,4076316,14542,1748,4611903,334663,346.73265,18745.21119,87249,182334,121851,373133,14772,288646,717528,51037,12916.05588,2728967,79,37.7,34.92,110.12,NA
2019-2020,Sep,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,1393517,208.6507432,36,233,798.5818597,4394,51,13012,957897,55727,17889,19930,6804,165.25201,2962.493079,26494,42878,87448,244074,1475,486269,1075613,17406,1998.659209,420839,83,82.78,87.88,100.14,NA
2019-2020,Sep,18,MAHARASHTRA,1822,BULDHANA,1493671,206.5088022,28,81,688.8739587,3402,47,14465,1058100,130181,35190,36185,8070,49.06687,2923.010465,37441,52450,116025,292689,1366,333949,784675,17867,2185.069636,367584,76,63.51,76.6,99.95,NA
2019-2020,Sep,18,MAHARASHTRA,1826,WARDHA,946853,196.2973676,49,79,513.6672263,3444,32,11020,585672,94180,17159,70140,14402,155.10084,1818.426785,11847,21104,47864,123844,1883,155820,324369,14464,1149.658719,165287,62,60.13,79.65,100.38,NA
2020-2021,Aug,18,MAHARASHTRA,1803,RAIGAD,150119,225.4195559,20,10,19.88668,388,307,8838,88086,2032,2407,25116,10811,17.35731,235.80706,4265,7882,20108,47370,46,116771,236125,9226,198.56307,35939,22,32.07,74.07,112.68,NA
2020-2021,Aug,18,MAHARASHTRA,1807,DHULE,1050547,224.4808432,22,65,361.9802067,8516,47,25064,560515,23882,22208,214230,103829,105.57238,1725.801385,24923,44559,115438,341398,237,297221,748446,33580,1258.248798,218410,92,92.24,32.77,100.06,NA
2020-2021,Aug,18,MAHARASHTRA,1814,KOLHAPUR,201772,227.0554865,16,31,45.90705295,2176,82,6959,151769,23411,27672,139,412,58.81276,449.3196542,9062,15970,42922,105981,79,239659,456016,9135,344.5998413,61745,89,80.12,22.23,102.45,NA
2020-2021,Aug,18,MAHARASHTRA,1817,PARBHANI,459889,224.1154752,29,27,340.9630092,2585,216,12855,396225,22260,19758,3743,1541,118.99325,1347.957801,13231,23176,61879,168546,448,243248,570688,15440,888.0015416,144167,85,43.4,95.24,102.04,NA
2020-2021,Aug,18,MAHARASHTRA,1827,NAGPUR,1022377,211.8386763,34,214,157.225383,2668,21,10217,1031463,166888,34345,136466,27976,121.38817,2463.651119,29614,41365,86521,210504,1687,197566,422621,12885,2185.037566,359659,78,29.78,81.3,99.99,NA
2021-2022,May,18,MAHARASHTRA,1807,DHULE,1351071,238.6209329,13,8,19.80937,897,124,28848,136646,8407,20332,29579,94652,5.06405,350.93938,9832,15978,107314,312258,30,389175,862996,29745,326.06596,50818,91,90.35,41.46,101.77,NA
2021-2022,May,18,MAHARASHTRA,1808,JALGAON,1100811,218.8922623,15,59,10.76557,1205,246,38810,408018,35375,33924,34765,39565,1.83268,905.7180809,26185,40794,131737,338732,85,488247,1020742,40015,893.1198309,146254,92,71.55,29.16,100.48,NA
2021-2022,May,18,MAHARASHTRA,1813,SOLAPUR,279020,247.1716331,16,29,4.28669,68,332,16008,142739,11086,17923,2026,2360,0,357.0970074,8637,14624,58564,139576,81,428834,777768,16076,352.8103174,51547,95,90.94,60.08,102.69,NA
2021-2022,May,18,MAHARASHTRA,1825,YAVATMAL,1650051,193.1314694,24,166,679.44568,943,247,37435,748299,50749,37592,86899,61598,16.82533,2141.471864,30660,49877,152449,375138,692,507390,1143064,38378,1445.200854,308684,84,65.73,81.17,100.78,NA
2021-2022,May,18,MAHARASHTRA,1827,NAGPUR,1212517,189.2012942,20,180,15.20674,536,85,17480,451151,63210,35420,49620,28585,0,868.7902709,22446,32802,94402,225526,94,226693,468205,18016,853.5835309,186036,85,41.47,68.82,100.06,NA
2021-2022,May,18,MAHARASHTRA,1828,BHANDARA,2490732,200.9005885,12,1475,35.14624,1035,37,34606,430452,38131,65550,39165,33877,0.37792,900.3047614,34309,55746,181791,447442,2,259417,641611,35641,864.7806014,210029,94,86.72,10.58,100,NA
2021-2022,May,18,MAHARASHTRA,1832,WASHIM,824161,205.2561909,16,48,10.64252,203,209,11199,85285,8555,20053,3200,6340,0.34796,186.0432224,5314,7940,63710,156358,49,208332,445679,11402,175.0527424,34897,76,61.39,79.45,99.81,NA
2021-2022,May,18,MAHARASHTRA,1833,GONDIA,4201767,189.3385939,12,171,20.35861,758,26,68116,1079049,86279,53659,153858,89311,24.06786,2087.482674,85619,139360,230318,601872,45,322513,819720,68874,2043.056204,543408,93,69.01,29.22,101,NA
2019-2020,Oct,18,MAHARASHTRA,1807,DHULE,2574159,209.5867319,36,53,2225.520089,4730,32,29852,1302402,63225,22395,288164,100821,96.39742,5051.579297,36085,66840,112676,335753,2117,276646,722583,34582,2729.661788,515467,89,91.23,79.93,99.96,NA
2019-2020,Oct,18,MAHARASHTRA,1816,JALNA,1059149,212.3435295,29,122,1098.593288,9395,81,16507,1007050,41992,13902,7661,2459,224.33307,3461.331872,33816,68127,91809,283369,1332,302546,805586,25902,2138.405514,489701,40,70.03,87.34,99.27,NA
2019-2020,Oct,18,MAHARASHTRA,1831,NANDURBAR,1649077,202.1613162,21,83,1171.876798,13895,9,42798,1148081,46605,14493,979335,351360,127.20255,3620.055008,53319,83092,145389,411621,526,340610,848352,56693,2320.97566,451472,90,88.56,27.09,99.98,NA
2019-2020,Oct,18,MAHARASHTRA,1833,GONDIA,5819715,166.0040735,37,245,1338.825975,11187,13,28802,4067396,390702,55147,676216,93640,173.22793,8264.096951,107794,179506,194460,585558,6109,276400,763878,39989,6752.043046,2385266,72,79.35,77.37,100.77,NA
2018-2019,Oct,18,MAHARASHTRA,1814,KOLHAPUR,514928,204.6426982,22,55,124.7568547,3502,152,7015,294019,97539,22306,978,383,50.65068,777.0959495,12790,23364,31487,77031,122,226821,429235,10517,601.6884148,130917,93,95.79,28.77,109.14,NA
2018-2019,Oct,18,MAHARASHTRA,1829,CHANDRAPUR,3980886,178.8456096,43,756,2141.06912,10321,28,18751,4132325,553566,59011,873756,101457,426.63676,9958.187717,94854,186524,142253,469767,6547,282263,801863,29072,7390.481838,2135497,65,66.23,66.1,105.45,NA
2018-2019,Oct,18,MAHARASHTRA,1830,GADCHIROLI,2414745,201.9016074,32,410,2281.766935,6125,17,13076,2345018,243087,43239,921751,189651,310.12413,7326.5201,71975,150210,125067,424459,2722,181095,561080,19201,4734.629035,1146027,61,70.43,63.79,111.83,NA
2018-2019,Oct,18,MAHARASHTRA,1831,NANDURBAR,1422530,192.6898275,25,86,760.1763755,8144,17,38190,1445591,44842,13218,1234076,313538,162.16944,3707.85262,57721,91015,125659,366705,859,325318,822640,46334,2785.506805,557671,87,91.9,46.25,100.33,NA
2020-2021,April,18,MAHARASHTRA,1804,RATNAGIRI,203125,52.21256176,11,23,13.22931,154,660,26639,59912,3211,11213,1055,1247,0,44.5109,5154,9062,53655,129589,0,174016,356291,26793,31.28159,26503,84,96.22,92.86,100.38,NA
2020-2021,April,18,MAHARASHTRA,1811,SATARA,131746,84.976326,11,15,0.48672,513,1174,13010,23190,1813,17270,118,1115,52.05588,72.24861,1972,3149,64854,147984,1,299031,589070,13523,19.70601,10456,85,45.2,47.44,99.76,NA
2020-2021,April,18,MAHARASHTRA,1816,JALNA,253141,57.78400363,13,9,55.45743,178,636,19385,66140,1887,13956,329,2363,14.11691,107.79268,4793,9150,95237,294979,9,321675,835277,19563,38.21834,28364,48,48.11,87.35,99.3,NA
2020-2021,April,18,MAHARASHTRA,1818,BEED,543084,28.0462699,27,12,0,158,1117,21488,135345,2382,12479,419,1294,7.54739,45.506614,4855,17409,109090,337484,301,396108,1014915,21646,37.959224,53667,55,80.53,94.95,99.42,NA
2020-2021,April,18,MAHARASHTRA,1821,LATUR,211523,87.43339103,17,3,39.01747124,160,554,9509,60082,9591,59077,839,3708,13.74168,105.2908812,3533,5754,82780,234842,7,254970,633901,9669,52.53173,25950,77,38.74,85.02,99.98,NA
2020-2021,April,18,MAHARASHTRA,1825,YAVATMAL,508765,95.00928624,13,63,0,183,716,34296,155585,14526,39737,24815,66811,21.3726,169.192798,11171,17195,154937,396935,4,459352,1064725,34479,147.820198,63058,76,57.81,78.4,99.63,NA
2020-2021,April,18,MAHARASHTRA,1826,WARDHA,223276,136.1116964,17,38,72.82679692,265,160,11317,84819,12569,18467,10073,15125,79.51592,267.7912967,4768,7412,49476,128186,4,161542,332557,11582,115.4485798,24756,76,68.06,89.6,100.38,NA
